COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_FORMAT_DETECTADO,BLOB_WxH,FILE_SALVO,STATUS,COM_ULTIMA_ALTERACAO
CANAL DA HISTÓRIA I JOÃO SALDANHA .mp4,CANAL DA HISTÓRIA - JOÃO SALDANHA ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:24.251000
CANAL DA HISTÓRIA I LEILA DINIZ.mp4,CANAL DA HISTÓRIA - LEILA DINIZ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:24.481000
CANAL DA HISTÓRIA I LUÍS GAMA.mp4,CANAL DA HISTÓRIA - LUÍS GAMA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:24.702000
CIENTISTAS DO BRASIL I UFOP - TRATAMENTO DAS ÁGUAS EM ATIVIDADE DE MINERAÇÃO.mp4,CIENTISTAS DO BRASIL - TRATAMENTO DAS ÁGUAS ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:14.234000
CANAL DA HISTÓRIA I MAKING OF DO CANAL DA HISTÓRIA.mp4,CANAL DA HISTÓRIA - MAKING OF DO CANAL DA HISTÓRIA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:24.918000
CANAL DA HISTÓRIA I MÁRIO JURUNA.mp4,CANAL DA HISTÓRIA - MÁRIO JURUNA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:25.139000
CANAL DA HISTÓRIA I MARTIM TIBIRIÇA.mp4,CANAL DA HISTÓRIA - MARTIM TIBIRIÇA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:25.351000
CANAL DA HISTÓRIA I NINA.mp4,CANAL DA HISTÓRIA - NINA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:25.582000
CANAL DA HISTÓRIA I PEDRO ÁLVARES CABRAL OU JOÃO RAMALHO.mp4,CANAL DA HISTÓRIA - PEDRO ÁLVARES CABRAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:25.792000
CANAL DA HISTÓRIA I TIA CIATA.mp4,CANAL DA HISTÓRIA - TIA CIATA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:26.018000
CANAL DA HISTÓRIA I TIRADENTES.mp4,CANAL DA HISTÓRIA - TIRADENTES,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:26.239000
CANAL DA HISTÓRIA I ZUMBI DOS PALMARES.mp4,CANAL DA HISTÓRIA - ZUMBI DOS PALMARES,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 11:08:26.333000
CIENTISTAS DO BRASIL I UFPR - MAPEAMENTO DE COMUNIDADES TRADICIONAIS NO LITORAL DO PARANÁ.mp4,CIENTISTAS DO BRASIL - MAPEAMENTO DE COMUNIDADES ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:13.923000
CIENTISTAS DO BRASIL I UFRR - INSETOS AQUÁTICOS E O EQUILÍBRIO ECOLÓGICO.mp4,CIENTISTAS DO BRASIL - INSETOS AQUÁTICOS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:13.710000
BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO.mp4,BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO,1,BMP,160x90,C:\EPG\thumbs\BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO.jpg,OK,2025-09-22 10:46:03.676000
UFOP EXPLICA - O QUE É DEPRESSÃO.mp4,UFOP EXPLICA - O QUE É DEPRESSÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-22 13:41:57.407000
CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO.mp4,CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO,1,BMP,160x90,C:\EPG\thumbs\CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO.jpg,OK,2025-09-24 09:31:31.888000
CLAQUÉTICOS (2025) - EP4 - BEN E GRACY.mp4,CLAQUÉTICOS (2025) - EP4 - BEN E GRACY,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-22 13:41:14.880000
UFOP EXPLICA - HÁBITOS SAUDÁVEIS.mp4,UFOP EXPLICA - HÁBITOS SAUDÁVEIS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-22 13:41:57.092000
BOLETIM - UFOP DIVULGA NOVO CRONOGRAMA DE VAGAS.mp4,BOLETIM - UFOP DIVULGA NOVO CRONOGRAMA DE VAGAS,1,BMP,160x90,C:\EPG\thumbs\BOLETIM - UFOP DIVULGA NOVO CRONOGRAMA DE VAGAS.jpg,OK,2025-09-22 13:47:16.279000
UFOP EXPLICA - MITOS SOBRE CUIDADOS COM SAÚDE MENTAL.mp4,UFOP EXPLICA - MITOS SOBRE CUIDADOS COM SAÚDE MENTAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-22 13:41:57.310000
BOLETIM - 19ª PRIMAVERA DOS MUSEUS CHEGA À REGIÃO.mp4,BOLETIM - 19ª PRIMAVERA DOS MUSEUS CHEGA À REGIÃO,1,BMP,160x90,C:\EPG\thumbs\BOLETIM - 19ª PRIMAVERA DOS MUSEUS CHEGA À REGIÃO.jpg,OK,2025-09-23 13:08:16.615000
CLAQUÉTICOS (2025) - EP6 - LEANDRO E GUSTAVO.mp4,CLAQUÉTICOS (2025) - EP6 - LEANDRO E GUSTAVO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-24 09:37:46.482000
UFOP EXPLICA - ANSIEDADE.mp4,UFOP EXPLICA - ANSIEDADE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-23 14:14:27.655000
UFOP EXPLICA - AUTODECLARAÇÃO ÉTNICO-RACIAL.mp4,UFOP EXPLICA - AUTODECLARAÇÃO ÉTNICO-RACIAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-23 14:03:52.107000
CIENTISTAS DO BRASIL I UFS - INOVAÇÃO PARA TECNOLOGIAS DO CAMPO.mp4,CIENTISTAS DO BRASIL - INOVAÇÃO PARA O CAMPO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:13.492000
CONCERTOS DIDÁTICOS I CARNE SECA E MISTY.mp4,CONCERTOS DIDÁTICOS (2017) - CARNE SECA E MISTY,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.671000
CIENTISTAS DO BRASIL EP.mp4,CIENTISTAS DO BRASIL - EXAME PAPANICOLAU,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:13.042000
CIENTISTAS DO BRASIL I UFGD - POLÍTICAS PÚBLICAS PARA MIGRANTES E REFUGIADOS.mp4,CIENTISTAS DO BRASIL - MIGRANTES E REFUFIADOS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:14.138000
CIENTISTAS DO BRASIL I UFJF - FAZENDA EXPERIMENTAL.mp4,CIENTISTAS DO BRASIL - FAZENDA EXPERIMENTAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 14:27:13.261000
CONCERTOS DIDÁTICOS I COCHICHANDO E SONOROSO.mp4,CONCERTOS DIDÁTICOS (2017) - COCHICHANDO E SONOROSO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.706000
CONCERTOS DIDÁTICOS I DESVAIRADA E BAIÃO DE LACAN.mp4,CONCERTOS DIDÁTICOS (2017) - DESVAIRADA E BAIÃO ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.771000
"CONCERTOS DIDÁTICOS I DOLOR SUPREMUS, LUAR DO MEU BEM, CANÇÃO DO POETA E RAZÃO E AMOR.mp4",CONCERTOS DIDÁTICOS (2017) - DOLOR SUPREMUS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.805000
CONCERTOS DIDÁTICOS I FRACTALIA E POSTLUDES #6.mp4,CONCERTOS DIDÁTICOS (2017) - FRACTALIA E POSTLUDES,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.838000
"CONCERTOS DIDÁTICOS I GAÚCHO, ODEON E PELAS RUAS.mp4",CONCERTOS DIDÁTICOS (2017) - GAÚCHO E ODEON ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.871000
CONCERTOS DIDÁTICOS I HOMEING E JUST BE.mp4,CONCERTOS DIDÁTICOS (2017) - ARCO MUSICAL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.476000
"CONCERTOS DIDÁTICOS I HOSPITALIDADE EM BELO HORIZONTE, LAGO PUELO E CARAÇA.mp4",CONCERTOS DIDÁTICOS (2017) - LAGO PUELO E CARAÇA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.040000
"CONCERTOS DIDÁTICOS I IMPROVISO, SOLIDÃO E ALLEGRO.mp4",CONCERTOS DIDÁTICOS (2017) - IMPROVISO E SOLIDÃO ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.941000
CONCERTOS DIDÁTICOS I JESUS DE NAZARÉ E ENTRE CUERDAS.mp4,CONCERTOS DIDÁTICOS (2017) - JESUS DE NAZARÉ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.007000
CONCERTOS DIDÁTICOS I LA CANCION DEL IMPERADOR E CAPRICHO ARÁBE.mp4,CONCERTOS DIDÁTICOS (2017) - CANCION DEL IMPERADOR,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.606000
CONCERTOS DIDÁTICOS I LIBERTANGO.mp4,CONCERTOS DIDÁTICOS (2015) - LIBERTANGO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.111000
CONCERTOS DIDÁTICOS I MELODIA SENTIMENTAL E FANDANGUEIRO.mp4,CONCERTOS DIDÁTICOS (2016) - MELODIA SENTIMENTAL ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.178000
CONCERTOS DIDÁTICOS I MUIÉ RENDEIRA.mp4,CONCERTOS DIDÁTICOS (2014) - MUIÉ RENDEIRA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.910000
CONCERTOS DIDÁTICOS I NÚCLEO.mp4,CONCERTOS DIDÁTICOS (2017) - NÚCLEO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.072000
CONCERTOS DIDÁTICOS I O BAIÃO.mp4,CONCERTOS DIDÁTICOS (2014) - O BAIÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.945000
CONCERTOS DIDÁTICOS I O CISNE E O CANTO DA CISNE NEGRO.mp4,CONCERTOS DIDÁTICOS (2014) - O CANTO DA CISNE NEGRO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.978000
CONCERTOS DIDÁTICOS I PAISAGE CUBANO CON LLUVIA.mp4,CONCERTOS DIDÁTICOS (2016) - PAISAJE CUBANO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.210000
CONCERTOS DIDÁTICOS I PAMELLI CHORO DA CHUVA E OUTRO FREVO.mp4,CONCERTOS DIDÁTICOS (2016) - PAMELLI CHORO DA CHUVA ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.242000
CONCERTOS DIDÁTICOS I POEIRA E LUZ DO OLHO.mp4,CONCERTOS DIDÁTICOS (2017) - POEIRA E LUZ DO OLHO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.106000
CONCERTOS DIDÁTICOS I POMPEYA E ANACLETO DE MEDEIROS.mp4,CONCERTOS DIDÁTICOS (2017) - POMPEYA ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.139000
CONCERTOS DIDÁTICOS I PRELÚDIO E PACÍFICO.mp4,CONCERTOS DIDÁTICOS (2017) - PRELÚDIO E PACÍFICO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.172000
CONCERTOS DIDÁTICOS I PRIMAVERA PORTENHA.mp4,CONCERTOS DIDÁTICOS (2017) - PRIMAVERA PORTENHA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.202000
CONCERTOS DIDÁTICOS I RODA VIVA E LOVE THEME.mp4,CONCERTOS DIDÁTICOS (2017) - RODA VIVA E LOVE THEME,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.237000
CONCERTOS DIDÁTICOS I SAVED E GIV IT UP OR LET ME GO.mp4,CONCERTOS DIDÁTICOS (2017) - GIV IT UP OR LET ME GO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.905000
CONCERTOS DIDÁTICOS I SEMENTE.mp4,CONCERTOS DIDÁTICOS (2016) - SEMENTE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.276000
CONCERTOS DIDÁTICOS I SONATA CINCO E SONATA SETE.mp4,CONCERTOS DIDÁTICOS (2016) - SONATA CINCO E SETE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.317000
"CONCERTOS DIDÁTICOS I SONS DE CARRILHÕES, HALLELLUJAH E YESTERDAY.mp4",CONCERTOS DIDÁTICOS (2017) - SONS DE CARRILHÕES,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.269000
CONCERTOS DIDÁTICOS I START E ORIENTAL EXPRESS.mp4,"CONCERTOS DIDÁTICOS (2020) - START, ORIENTAL EXPRESS",1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.378000
CONCERTOS DIDÁTICOS I SUÍTE EM RÉ MENOR E SONATA PRIMA.mp4,CONCERTOS DIDÁTICOS (2016) - SUÍTE EM RÉ MENOR,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.347000
CONCERTOS DIDÁTICOS I TATARYN E SHOZ-POD DUBA.mp4,CONCERTOS DIDÁTICOS (2017) - TATARYN E SHOZ-POD DUBA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.306000
CONCERTOS DIDÁTICOS I TERRA BRASILINIS E FIQUEI SÓ NA GAFIEIRA.mp4,CONCERTOS DIDÁTICOS (2020) - TERRA BRASILINIS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.399000
CONCERTOS DIDÁTICOS I TOCATA EM SOL MENOR.mp4,CONCERTOS DIDÁTICOS (2013) - TOCATA EM SOL MENOR,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.823000
CONCERTOS DIDÁTICOS I TRENZINHO CAIPIRA.mp4,CONCERTOS DIDÁTICOS (2013) - TRENZINHO CAIPIRA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.841000
CONGADEIROS I EPISÓDIO 1.mp4,CONGADEIROS (2018) - EP1 - HISTÓRIAS DO CONGADO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:56:44.042000
CONCERTOS DIDÁTICOS I TRENZINHO DA CANTADEIRA E POEMAS DA TERRA.mp4,CONCERTOS DIDÁTICOS (2017) - TRENZINHO DA CANTADEIRA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:55.342000
CONCERTOS DIDÁTICOS I TRISTEZA DO JECA E PONTEIO.mp4,CONCERTOS DIDÁTICOS (2017) - JECA E PONTEIO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.973000
CONCERTOS DIDÁTICOS I VIBRAÇÃO E IMPROVISO LIVRE.mp4,CONCERTOS DIDÁTICOS (2016) - IMPROVISO LIVRE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.145000
CONCERTOS DIDÁTICOS I YOU SHOOK ME ALL NIGHT LONG E CONFORTABLY NUMB.mp4,CONCERTOS DIDÁTICOS (2017) - COMFORTABLY NUMB,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.739000
CONCERTOS DIDÁTICOS I 5 PEÇAS EM TRIO.mp4,CONCERTOS DIDÁTICOS (2017) - 5 PEÇAS EM TRIO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.377000
CONCERTOS DIDÁTICOS I A BALADA DAS FOLHAS E O LEQUE.mp4,CONCERTOS DIDÁTICOS (2017) - A BALADA DAS FOLHAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.412000
"CONCERTOS DIDÁTICOS I ANDANTE, MODINHAS E PRELÚDIO.mp4",CONCERTOS DIDÁTICOS (2017) - ANDANTE E MODINHAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.445000
"CONCERTOS DIDÁTICOS I ARIOSO, BREJEIRO E POR UNA CABEZA.mp4","CONCERTOS DIDÁTICOS (2017) - ARIOSO, BREJEIRO ",1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.540000
CONCERTOS DIDÁTICOS I CAFETERIA E DININHA.mp4,CONCERTOS DIDÁTICOS (2017) - CAFETERIA E DININHA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.573000
CONCERTOS DIDÁTICOS I CANÇÃO DO CEGO E GALO GARNIZÉ.mp4,CONCERTOS DIDÁTICOS (2014) - CANÇÃO DO CEGO ,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:53.876000
CONCERTOS DIDÁTICOS I CANZONE PER SONARE.mp4,CONCERTOS DIDÁTICOS (2017) - CANZONE PER SONARE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:53:54.639000
CONGADEIROS I EPISÓDIO 4.mp4,CONGADEIROS (2018) - EP4 - DEVOÇÃO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:56:44.897000
CONHECENDO MUSEUS I MEMORIAL JK.mp4,CONHECENDO MUSEUS - MEMORIAL JK,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:06:55.865000
CONGADEIROS I EPISÓDIO 5.mp4,CONGADEIROS (2018) - EP5 - CONGADO NA ATUALIDADE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:56:45.016000
CONGADEIROS I EPISÓDIO 2.mp4,CONGADEIROS (2018) - EP2 - ORIGENS DO CONGADO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:56:44.330000
CONGADEIROS I EPISÓDIO 3.mp4,CONGADEIROS (2018) - EP3 - CARACTERÍSTICAS DO CONGADO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:56:44.612000
CONHECENDO MUSEUS I MUSEU AFRO BRASIL.mp4,CONHECENDO MUSEUS - MUSEU AFRO BRASIL,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:06:56.700000
CONHECENDO MUSEUS I MUSEU ASSIS CHATEABRIAND.mp4,CONHECENDO MUSEUS - MUSEU ASSIS CHATEABRIAND,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:06:56.914000
CONHECENDO MUSEUS I MUSEU CASA DE CORA CORALINA.mp4,CONHECENDO MUSEUS - MUSEU CASA DE CORA CORALINA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:06:57.131000
CONHECENDO MUSEUS I MUSEU DA CIDADE DO RECIFE.mp4,CONHECENDO MUSEUS - MUSEU DA CIDADE DO RECIFE,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:06:57.546000
