COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
ALMANAQUE SAÚDE I ESTRESSE.mp4,ALMANAQUE SAÚDE - ESTRESSE,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I ESTRESSE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:21.716000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20ESTRESSE.jpg
ALMANAQUE SAÚDE I GESTAÇÃO.mp4,ALMANAQUE SAÚDE - GESTAÇÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I GESTAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:21.934000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20GESTA%C3%87%C3%83O.jpg
"ALMANAQUE SAÚDE I GRIPE, DENGUE, ZICA.mp4","ALMANAQUE SAÚDE - GRIPE, DENGUE, ZICA",1,0,,"C:\EPG\thumbs\ALMANAQUE SAÚDE I GRIPE, DENGUE, ZICA.jpg",,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:22.147000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20GRIPE%2C%20DENGUE%2C%20ZICA.jpg
ALMANAQUE SAÚDE I HIPERTENSÃO.mp4,ALMANAQUE SAÚDE - HIPERTENSÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I HIPERTENSÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:22.361000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20HIPERTENS%C3%83O.jpg
ALMANAQUE SAÚDE I IMUNIZAÇÃO.mp4,ALMANAQUE SAÚDE - IMUNIZAÇÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I IMUNIZAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:22.558000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20IMUNIZA%C3%87%C3%83O.jpg
ALMANAQUE SAÚDE I JOELHOS.mp4,ALMANAQUE SAÚDE - JOELHOS,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I JOELHOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:22.768000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20JOELHOS.jpg
ALMANAQUE SAÚDE I OLHOS.mp4,ALMANAQUE SAÚDE - OLHOS,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I OLHOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:22.970000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20OLHOS.jpg
ALMANAQUE SAÚDE I OSSOS.mp4,ALMANAQUE SAÚDE - OSSOS,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I OSSOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:23.189000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20OSSOS.jpg
ALMANAQUE SAÚDE I OUVIDO.mp4,ALMANAQUE SAÚDE - OUVIDO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I OUVIDO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:23.401000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20OUVIDO.jpg
ALMANAQUE SAÚDE I PELE.mp4,ALMANAQUE SAÚDE - PELE,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I PELE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:23.604000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20PELE.jpg
ALMANAQUE SAÚDE I QUALIDADE DE VIDA.mp4,ALMANAQUE SAÚDE - QUALIDADE DE VIDA,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I QUALIDADE DE VIDA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:23.803000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20QUALIDADE%20DE%20VIDA.jpg
ALMANAQUE SAÚDE I QUALIDADE DO SONO.mp4,ALMANAQUE SAÚDE - QUALIDADE DO SONO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I QUALIDADE DO SONO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:24.016000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20QUALIDADE%20DO%20SONO.jpg
ALMANAQUE SAÚDE I SAÚDE BUCAL.mp4,ALMANAQUE SAÚDE - SAÚDE BUCAL,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I SAÚDE BUCAL.jpg,C:\EPG\thumbs\ALMANAQUE SAÚDE I SAÚDE BUCAL.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:56:24.223000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20SA%C3%9ADE%20BUCAL.jpg
CANAL DA HISTÓRIA I A HISTÓRIA DA PRIMEIRA TEMPORADA.mp4,CANAL DA HISTÓRIA - HISTÓRIA DA PRIMEIRA TEMPORADA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I A HISTÓRIA DA PRIMEIRA TEMPORADA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:23.812000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20A%20HIST%C3%93RIA%20DA%20PRIMEIRA%20TEMPORADA.jpg
ALMANAQUE SAÚDE I SISTEMA DIGESTIVO.mp4,ALMANAQUE SAÚDE - SISTEMA DIGESTIVO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I SISTEMA DIGESTIVO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:24.432000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20SISTEMA%20DIGESTIVO.jpg
ALMANAQUE SAÚDE I TENDINITE.mp4,ALMANAQUE SAÚDE - TENDINITE,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I TENDINITE.jpg,C:\EPG\thumbs\ALMANAQUE SAÚDE I TENDINITE.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:56:24.641000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20TENDINITE.jpg
CANAL DA HISTÓRIA I ANTONIETA DE BARROS .mp4,CANAL DA HISTÓRIA - ANTONIETA DE BARROS,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I ANTONIETA DE BARROS .jpg,C:\EPG\thumbs\CANAL DA HISTÓRIA I ANTONIETA DE BARROS .jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 11:08:20.920000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20ANTONIETA%20DE%20BARROS%20.jpg
ALMANAQUE SAÚDE I TRANSTORNOS MENTAIS.mp4,ALMANAQUE SAÚDE - TRANSTORNOS MENTAIS,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I TRANSTORNOS MENTAIS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:24.837000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20TRANSTORNOS%20MENTAIS.jpg
ALMANAQUE SAÚDE I VOLUNTARIADO.mp4,ALMANAQUE SAÚDE - VOLUNTARIADO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I VOLUNTARIADO.jpg,C:\EPG\thumbs\ALMANAQUE SAÚDE I VOLUNTARIADO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:56:24.928000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20VOLUNTARIADO.jpg
CANAL DA HISTÓRIA I ANTÔNIO CONSELHEIRO.mp4,CANAL DA HISTÓRIA - ANTÔNIO CONSELHEIRO,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I ANTÔNIO CONSELHEIRO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:21.140000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20ANT%C3%94NIO%20CONSELHEIRO.jpg
ALMANAQUE SAÚDE I ALIMENTAÇÃO.mp4,ALMANAQUE SAÚDE - ALIMENTAÇÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I ALIMENTAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:19.978000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20ALIMENTA%C3%87%C3%83O.jpg
ALMANAQUE SAÚDE I CIRCULAÇÃO.mp4,ALMANAQUE SAÚDE - CIRCULAÇÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I CIRCULAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:20.193000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20CIRCULA%C3%87%C3%83O.jpg
ALMANAQUE SAÚDE I CORAÇÃO.mp4,ALMANAQUE SAÚDE - CORAÇÃO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I CORAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:20.412000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20CORA%C3%87%C3%83O.jpg
ALMANAQUE SAÚDE I CUIDADO MATERNO .mp4,ALMANAQUE SAÚDE - CUIDADO MATERNO,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I CUIDADO MATERNO .jpg,C:\EPG\thumbs\ALMANAQUE SAÚDE I CUIDADO MATERNO .jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:56:20.629000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20CUIDADO%20MATERNO%20.jpg
ALMANAQUE SAÚDE I DIABETES.mp4,ALMANAQUE SAÚDE - DIABETES,1,0,,C:\EPG\thumbs\ALMANAQUE SAÚDE I DIABETES.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:56:20.842000,https://app.tvufop.com.br/epg/ALMANAQUE%20SA%C3%9ADE%20I%20DIABETES.jpg
CANAL DA HISTÓRIA I BANDEIRANTE PAULISTA .mp4,CANAL DA HISTÓRIA - BANDEIRANTE PAULISTA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I BANDEIRANTE PAULISTA .jpg,C:\EPG\thumbs\CANAL DA HISTÓRIA I BANDEIRANTE PAULISTA .jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 11:08:21.367000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20BANDEIRANTE%20PAULISTA%20.jpg
CANAL DA HISTÓRIA I BARBOSA .mp4,CANAL DA HISTÓRIA - BARBOSA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I BARBOSA .jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:21.595000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20BARBOSA%20.jpg
CANAL DA HISTÓRIA I CARLOS LACERDA.mp4,CANAL DA HISTÓRIA - CARLOS LACERDA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I CARLOS LACERDA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:21.821000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20CARLOS%20LACERDA.jpg
CANAL DA HISTÓRIA I CARLOTA JOAQUINA.mp4,CANAL DA HISTÓRIA - CARLOTA JOAQUINA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I CARLOTA JOAQUINA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:22.045000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20CARLOTA%20JOAQUINA.jpg
CANAL DA HISTÓRIA I CARMEN MIRANDA.mp4,CANAL DA HISTÓRIA - CARMEN MIRANDA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I CARMEN MIRANDA.jpg,C:\EPG\thumbs\CANAL DA HISTÓRIA I CARMEN MIRANDA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 11:08:22.266000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20CARMEN%20MIRANDA.jpg
CANAL DA HISTÓRIA I DOM PEDRO I.mp4,CANAL DA HISTÓRIA - DOM PEDRO I,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I DOM PEDRO I.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:22.485000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20DOM%20PEDRO%20I.jpg
CANAL DA HISTÓRIA I DOM PEDRO II.mp4,CANAL DA HISTÓRIA - DOM PEDRO II,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I DOM PEDRO II.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:22.696000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20DOM%20PEDRO%20II.jpg
CANAL DA HISTÓRIA I DUQUE DE CAXIAS.mp4,CANAL DA HISTÓRIA - DUQUE DE CAXIAS,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I DUQUE DE CAXIAS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:22.915000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20DUQUE%20DE%20CAXIAS.jpg
CANAL DA HISTÓRIA I FLORIANO PEIXOTO.mp4,CANAL DA HISTÓRIA - FLORIANO PEIXOTO,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I FLORIANO PEIXOTO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:23.144000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20FLORIANO%20PEIXOTO.jpg
CANAL DA HISTÓRIA I GETÚLIO VARGAS.mp4,CANAL DA HISTÓRIA - GETÚLIO VARGAS,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I GETÚLIO VARGAS.jpg,C:\EPG\thumbs\CANAL DA HISTÓRIA I GETÚLIO VARGAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 11:08:23.365000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20GET%C3%9ALIO%20VARGAS.jpg
CANAL DA HISTÓRIA I GRANDE PRÊMIO DO CANAL DA HISTÓRIA.mp4,CANAL DA HISTÓRIA - GRANDE PRÊMIO DO CANAL,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I GRANDE PRÊMIO DO CANAL DA HISTÓRIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:23.598000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20GRANDE%20PR%C3%8AMIO%20DO%20CANAL%20DA%20HIST%C3%93RIA.jpg
CANAL DA HISTÓRIA I JÂNIO QUADROS.mp4,CANAL DA HISTÓRIA - JÂNIO QUADROS,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I JÂNIO QUADROS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:24.031000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20J%C3%82NIO%20QUADROS.jpg
CANAL DA HISTÓRIA I JOÃO SALDANHA .mp4,CANAL DA HISTÓRIA - JOÃO SALDANHA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I JOÃO SALDANHA .jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:24.251000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20JO%C3%83O%20SALDANHA%20.jpg
CANAL DA HISTÓRIA I LEILA DINIZ.mp4,CANAL DA HISTÓRIA - LEILA DINIZ,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I LEILA DINIZ.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:24.481000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20LEILA%20DINIZ.jpg
CANAL DA HISTÓRIA I LUÍS GAMA.mp4,CANAL DA HISTÓRIA - LUÍS GAMA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I LUÍS GAMA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:24.702000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20LU%C3%8DS%20GAMA.jpg
CIENTISTAS DO BRASIL I UFOP - TRATAMENTO DAS ÁGUAS EM ATIVIDADE DE MINERAÇÃO.mp4,CIENTISTAS DO BRASIL - TRATAMENTO DAS ÁGUAS,1,0,,C:\EPG\thumbs\CIENTISTAS DO BRASIL I UFOP - TRATAMENTO DAS ÁGUAS EM ATIVIDADE DE MINERAÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 14:27:14.234000,https://app.tvufop.com.br/epg/CIENTISTAS%20DO%20BRASIL%20I%20UFOP%20-%20TRATAMENTO%20DAS%20%C3%81GUAS%20EM%20ATIVIDADE%20DE%20MINERA%C3%87%C3%83O.jpg
CANAL DA HISTÓRIA I MAKING OF DO CANAL DA HISTÓRIA.mp4,CANAL DA HISTÓRIA - MAKING OF DO CANAL DA HISTÓRIA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I MAKING OF DO CANAL DA HISTÓRIA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:24.918000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20MAKING%20OF%20DO%20CANAL%20DA%20HIST%C3%93RIA.jpg
CANAL DA HISTÓRIA I MÁRIO JURUNA.mp4,CANAL DA HISTÓRIA - MÁRIO JURUNA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I MÁRIO JURUNA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:25.139000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20M%C3%81RIO%20JURUNA.jpg
CANAL DA HISTÓRIA I MARTIM TIBIRIÇA.mp4,CANAL DA HISTÓRIA - MARTIM TIBIRIÇA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I MARTIM TIBIRIÇA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:25.351000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20MARTIM%20TIBIRI%C3%87A.jpg
CANAL DA HISTÓRIA I NINA.mp4,CANAL DA HISTÓRIA - NINA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I NINA.jpg,C:\EPG\thumbs\CANAL DA HISTÓRIA I NINA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 11:08:25.582000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20NINA.jpg
CANAL DA HISTÓRIA I PEDRO ÁLVARES CABRAL OU JOÃO RAMALHO.mp4,CANAL DA HISTÓRIA - PEDRO ÁLVARES CABRAL,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I PEDRO ÁLVARES CABRAL OU JOÃO RAMALHO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:25.792000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20PEDRO%20%C3%81LVARES%20CABRAL%20OU%20JO%C3%83O%20RAMALHO.jpg
CANAL DA HISTÓRIA I TIA CIATA.mp4,CANAL DA HISTÓRIA - TIA CIATA,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I TIA CIATA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:26.018000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20TIA%20CIATA.jpg
CANAL DA HISTÓRIA I TIRADENTES.mp4,CANAL DA HISTÓRIA - TIRADENTES,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I TIRADENTES.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:26.239000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20TIRADENTES.jpg
CANAL DA HISTÓRIA I ZUMBI DOS PALMARES.mp4,CANAL DA HISTÓRIA - ZUMBI DOS PALMARES,1,0,,C:\EPG\thumbs\CANAL DA HISTÓRIA I ZUMBI DOS PALMARES.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 11:08:26.333000,https://app.tvufop.com.br/epg/CANAL%20DA%20HIST%C3%93RIA%20I%20ZUMBI%20DOS%20PALMARES.jpg
CIENTISTAS DO BRASIL I UFPR - MAPEAMENTO DE COMUNIDADES TRADICIONAIS NO LITORAL DO PARANÁ.mp4,CIENTISTAS DO BRASIL - MAPEAMENTO DE COMUNIDADES,1,0,,C:\EPG\thumbs\CIENTISTAS DO BRASIL I UFPR - MAPEAMENTO DE COMUNIDADES TRADICIONAIS NO LITORAL DO PARANÁ.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 14:27:13.923000,https://app.tvufop.com.br/epg/CIENTISTAS%20DO%20BRASIL%20I%20UFPR%20-%20MAPEAMENTO%20DE%20COMUNIDADES%20TRADICIONAIS%20NO%20LITORAL%20DO%20PARAN%C3%81.jpg
CIENTISTAS DO BRASIL I UFRR - INSETOS AQUÁTICOS E O EQUILÍBRIO ECOLÓGICO.mp4,CIENTISTAS DO BRASIL - INSETOS AQUÁTICOS,1,0,,C:\EPG\thumbs\CIENTISTAS DO BRASIL I UFRR - INSETOS AQUÁTICOS E O EQUILÍBRIO ECOLÓGICO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 14:27:13.710000,https://app.tvufop.com.br/epg/CIENTISTAS%20DO%20BRASIL%20I%20UFRR%20-%20INSETOS%20AQU%C3%81TICOS%20E%20O%20EQUIL%C3%8DBRIO%20ECOL%C3%93GICO.jpg
BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO.mp4,BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO,1,1,160x90,C:\EPG\thumbs\BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO.jpg,C:\EPG\thumbs\BOLETIM - FAOP ABRE INSCRIÇÕES PARA CURSO TÉCNICO.jpg,1,160x90,0,OK,2025-09-22 10:46:03.676000,https://app.tvufop.com.br/epg/BOLETIM%20-%20FAOP%20ABRE%20INSCRI%C3%87%C3%95ES%20PARA%20CURSO%20T%C3%89CNICO.jpg
UFOP EXPLICA - O QUE É DEPRESSÃO.mp4,UFOP EXPLICA - O QUE É DEPRESSÃO,1,0,,C:\EPG\thumbs\UFOP EXPLICA - O QUE É DEPRESSÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-22 13:41:57.407000,https://app.tvufop.com.br/epg/UFOP%20EXPLICA%20-%20O%20QUE%20%C3%89%20DEPRESS%C3%83O.jpg
CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO.mp4,CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO,1,1,160x90,C:\EPG\thumbs\CLAQUÉTICOS (2025) - EP5 - LEANDRO E GUSTAVO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-24 09:31:31.888000,https://app.tvufop.com.br/epg/CLAQU%C3%89TICOS%20%282025%29%20-%20EP5%20-%20LEANDRO%20E%20GUSTAVO.jpg
